myexclamationmark_myexclamationmark_myexclamationmark,0.00150173790986,0.011680691096,0.0101789531861
i_have_to,0.0012727933604,0.000404543234272,0.00167733659467
i_wish_i,0.0011605808287,0.000208209140144,0.00136878996884
thanks_for_the,0.000947243604332,0.00106796247169,0.000120718867356
to_go_to,0.000842776419097,0.000478960189304,0.0013217366084
wish_i_could,0.000766067668088,0.000161500625815,0.000927568293903
i_want_to,0.000754617603644,0.000427501656569,0.00118211926021
i_miss_my,0.000653590887402,3.56251380474e-05,0.000689216025449
want_to_go,0.000625658957942,0.000102125395736,0.000727784353678
cant_wait_to,0.000597660891811,0.00079127389952,0.000193613007709
dont_want_to,0.000567106160128,9.93545516656e-05,0.000666460711794
wish_i_was,0.000538930977352,0.0001001462214,0.000639077198751
i_miss_you,0.000529440938236,0.000139333873252,0.000668774811488
i_dont_want,0.000520367575765,7.20419458292e-05,0.000592409521595
have_a_great,0.000475753288747,0.000549418795664,7.3665506917e-05
i_need_to,0.00044870016136,0.000340022150919,0.000788722312279
i_have_a,0.000448618256184,0.000478564354437,0.000927182610621
myexclamationmark_i_love,0.000439082999119,0.000563273016016,0.000124190016897
i_dont_have,0.00042452477998,0.000169813158026,0.000594337938006
i_dont_know,0.000409756532266,0.000294501141192,0.000704257673458
thank_you_myexclamationmark,0.000407679689287,0.000451647583468,4.39678941808e-05
i_feel_like,0.000394025499813,0.000140917212721,0.000534942712534
i_love_you,0.000390426688539,0.000696273531393,0.000305846842855
thank_you_for,0.000386497409628,0.000422751638163,3.62542285351e-05
sorry_to_hear,0.000378456584941,4.11668261881e-05,0.00041962341113
but_i_cant,0.000373361412648,5.9375230079e-05,0.000432736642727
how_are_you,0.000371638797923,0.000490043565585,0.000118404767662
cant_wait_for,0.000368928940306,0.000504689455672,0.000135760515365
i_cant_wait,0.000368614395062,0.000522502024695,0.000153887629633
a_great_day,0.000353551982219,0.000431460005241,7.79080230222e-05
have_to_go,0.000350839200726,0.0001254796529,0.000476318853626
have_a_good,0.000345838316573,0.000431460005241,8.5621688668e-05
happy_mothers_day,0.000333546901688,0.000373272279763,3.97253780757e-05
i_need_a,0.000326632518206,0.000121917139096,0.000448549657301
wait_to_see,0.000320261170091,0.000381584811974,6.13236418838e-05
i_have_no,0.000316361191772,0.000116375450955,0.000432736642727
go_to_work,0.000303552815498,4.43335051257e-05,0.000347886320624
but_i_dont,0.000303400310892,9.53962029936e-05,0.000398796513886
i_love_it,0.000297201308889,0.000369709765959,7.25084570702e-05
wish_i_had,0.000295412783286,6.09585695478e-05,0.000356371352834
i_dont_think,0.000295391864564,0.000182084038909,0.000477475903473
go_to_the,0.000294305721923,0.000209396644745,0.000503702366668
you_are_on,0.000291029991651,0.000294501141192,3.47114954059e-06
go_back_to,0.000288592149336,8.62920010482e-05,0.000374884150384
i_dont_wanna,0.000284096151385,3.60209729146e-05,0.000320117124299
you_have_a,0.000281581174428,0.000377230628435,9.56494540075e-05
are_on_the,0.000279144870995,0.000297271985262,1.81271142675e-05
the_train_or,0.000275896902434,0.000275896902434,None
get_followers_a,0.000275896902434,0.000275896902434,None
you_add_everyone,0.000275501067567,0.000275501067567,None
day_using_ww,0.000275501067567,0.000275501067567,None
com_once_you,0.000275501067567,0.000275501067567,None
add_everyone_you,0.000275501067567,0.000275501067567,None
a_day_using,0.000275501067567,0.000275501067567,None
once_you_add,0.000275501067567,0.000275501067567,None
train_or_pay,0.000275501067567,0.000275501067567,None
or_pay_vip,0.000275501067567,0.000275501067567,None
have_to_wait,0.000275438542231,4.27501656569e-05,0.000318188707888
everyone_you_are,0.000275115384284,0.000275501067567,3.85683282288e-07
followers_a_day,0.000274354169305,0.000275896902434,1.54273312915e-06
back_to_work,0.000273499743402,8.82711753841e-05,0.000361770918786
