sad,0.785656790019
sick,0.65937883954
miss,0.642241006838
hate,0.623139500732
thanks,0.615038632782
sucks,0.598348260672
ugh,0.575872625251
thank,0.573819491705
hurts,0.560037376758
bad,0.536379171425
poor,0.534422130739
sorry,0.533888939968
wish,0.532183596528
missing,0.512628831656
welcome,0.499071060962
lost,0.488806029944
headache,0.488792000563
wont,0.466168641907
boo,0.459798419224
damn,0.449779595552
didnt,0.448259863657
why,0.448014282458
feel,0.432530857825
no,0.432242482415
awesome,0.429241471315
bored,0.422122585941
anymore,0.421799216543
great,0.41819556344
doesnt,0.41757152621
missed,0.416444145019
work,0.414400096338
want,0.410937550829
tired,0.410671183726
not,0.40915153705
stupid,0.408796005172
died,0.408755313123
gone,0.40713797248
cant,0.403490532921
happy,0.401536392632
love,0.401088627764
hurt,0.398639513754
ww,0.391041949176
cold,0.389347027615
broke,0.383841517562
rain,0.374854352319
wanna,0.372934794709
feeling,0.372281845235
follow,0.37032452633
noo,0.369011392374
cry,0.368000436895
stuck,0.366762879246
glad,0.364646504911
yay,0.363638208776
dont,0.360874306555
still,0.357007871962
sore,0.354687029854
pain,0.35436258595
amazing,0.353977235378
throat,0.351513054989
hey,0.350086354583
raining,0.344692090242
unfortunately,0.343044372217
left,0.3422089946
excited,0.3339459547
upset,0.333111669724
hi,0.331261489429
com,0.32973145568
congrats,0.328138918281
couldnt,0.327861205346
phone,0.32775769188
followfriday,0.325841637295
nice,0.325106989986
enjoy,0.322622250549
sweet,0.321992024049
worst,0.319340619036
isnt,0.319138773781
horrible,0.31747830139
broken,0.317309018752
sleep,0.317256379428
away,0.317233044473
iphone,0.317035371296
fail,0.31343734385
alone,0.311399818897
sigh,0.310957234057
but,0.310915729891
cute,0.310142710072
grr,0.309630682637
goodnight,0.30763132474
birthday,0.306280179529
cool,0.305154388203
hello,0.305030558011
crap,0.304248519975
song,0.302778838196
good,0.302269991191
sadly,0.301167283058
without,0.29897436219
smile,0.298636797016
tried,0.297752249202
boring,0.29718955292
your,0.294151890035
shit,0.29392624858
stomach,0.291055547152
wrong,0.288099595203
ughh,0.287412491677
haha,0.28738535508
leaving,0.286500545986
hehe,0.283224859212
wanted,0.282783801578
beautiful,0.282178442814
hungry,0.281495542971
has,0.281369710893
check,0.280726081176
i,0.27984996115
havent,0.279279731557
happened,0.278933674201
suck,0.278719087903
car,0.277837911495
really,0.277685623809
lonely,0.277104336872
even,0.277097175621
forgot,0.276633431319
leave,0.276612010805
youre,0.276142790245
last,0.272863353105
crying,0.271300138859
tummy,0.268184519063
listening,0.265562411283
find,0.264503634388
wonderful,0.264085390779
hates,0.263715458619
worse,0.261869512972
scared,0.26185412865
best,0.261573289734
need,0.261516825015
go,0.261191252345
dead,0.259897410375
only,0.258260777838
shame,0.258007798639
yet,0.257972135529
yes,0.257934431753
able,0.257728347749
hours,0.256586025036
ouch,0.255986393508
bummed,0.255515537711
fuck,0.255332227488
working,0.255285980115
wtf,0.253576768628
lovely,0.253478792473
lets,0.252968312583
wasnt,0.25180476049
mothers,0.251677188016
down,0.24976876593
you,0.249669191661
my,0.24911620828
someone,0.248829064621
could,0.247759359348
internet,0.247710513877
add,0.246727475755
wishing,0.246236648391
trying,0.243581495187
fml,0.243334486844
school,0.242713522586
already,0.241665890763
being,0.241506504379
homework,0.240828848728
hahaha,0.240659729399
never,0.23967556806
ha,0.239183493776
home,0.238831096459
woke,0.238372275085
wants,0.237402940591
funny,0.235207890447
aww,0.234061554982
mad,0.233068733508
asleep,0.232823713126
flu,0.23270365368
though,0.232205118425
study,0.231754667562
fell,0.231574617572
hospital,0.231506870993
because,0.231454124813
terrible,0.2309944008
disappointed,0.230792283299
supposed,0.230429907415
computer,0.230301415759
hard,0.228374598181
fathers,0.227394592268
thx,0.226403801691
bummer,0.225110691905
exam,0.224705884438
tho,0.224371313949
proud,0.223440721611
awful,0.223164488498
rip,0.223013190354
killing,0.222719778327
fever,0.220586418395
argh,0.219824876582
sounds,0.219070465478
gutted,0.218666017011
fucking,0.21690708321
been,0.216182033921
head,0.215044833598
woo,0.214783391355
vip,0.214702527516
enjoying,0.214336580578
cancelled,0.214216860649
hour,0.214186702983
depressed,0.213919029146
nothing,0.213817802481
quot,0.211506573953
fun,0.210967984286
soo,0.209756752623
due,0.209463983662
am,0.208397502263
youll,0.208312844239
loving,0.208158135378
believe,0.208038571325
until,0.207442630705
late,0.207145558213
pissed,0.206392410399
movie,0.206349979998
again,0.205806080152
congratulations,0.20552613427
omg,0.203870531858
im,0.203413310544
worried,0.203023244255
early,0.202993923272
laptop,0.202896705387
cause,0.201887626245
guess,0.20168339043
ache,0.20164082406
she,0.201462815205
ya,0.200489356256
sold,0.198646054616
cuz,0.19798827773
blog,0.1979422796
they,0.197504203238
btw,0.197466187905
over,0.197175038944
new,0.195978525146
closed,0.195886386642
rock,0.195726426716
so,0.194425689756
jealous,0.194092822355
back,0.193738389071
goodbye,0.193538582218
following,0.193217293959
money,0.192902126998
loves,0.192574735339
feels,0.192552445237
finally,0.191764656549
any,0.191667123316
him,0.190611238651
either,0.188436314055
since,0.188426370446
have,0.187000823567
exams,0.186876533745
studying,0.186806828634
depressing,0.186657300605
dying,0.186615427711
followers,0.186566810992
music,0.186399436081
had,0.186120725634
badly,0.18506651079
failed,0.183725020702
mm,0.183681220616
watching,0.183012946546
slow,0.182677168676
